Id,Price
3,16147.7095
4,15879.3911
6,16108.1704
7,16442.2705
8,17103.0363
9,16721.2011
10,14601.5535
12,17227.1833
15,17701.2203
19,15546.9909
25,16708.6952
29,16055.8882
32,16248.948
35,15707.926
40,15415.5036
45,16463.4579
46,16994.3204
50,17071.8245
51,17505.8219
61,15915.721
68,16057.121
69,18576.4997
72,15547.307
74,15677.1738
75,16658.3122
80,16226.801
82,16476.0191
83,15903.8986
90,19483.1572
96,19388.7887
103,17249.644
108,17921.2401
111,24701.9034
113,24954.1848
121,19611.8912
122,16749.8634
125,18162.1839
141,17781.3039
145,17571.4593
147,17428.3523
155,18333.007
157,17654.8562
159,18073.3526
162,18109.8582
172,17502.9712
175,19502.1486
178,19347.7249
181,20196.2598
182,18908.4249
183,19553.778
184,19840.8842
187,18948.8047
191,10554.8379
192,11623.0688
194,12008.5305
197,12364.6216
199,14309.8706
201,13491.991
204,12890.0842
208,12886.4666
210,12975.7595
213,15025.2756
218,13487.4296
219,12124.3088
220,12424.0602
221,13533.9224
222,12263.0838
224,13418.4372
232,12230.3974
235,13534.9818
240,13892.2869
241,13064.1493
244,13170.1846
245,14519.9566
246,13595.7712
247,13762.6654
248,12719.2415
252,13493.2544
259,12883.8526
260,12320.427
262,12608.4018
267,13893.9856
268,14106.1973
271,13149.8729
273,13355.1838
275,13033.6647
282,13614.6517
283,14175.8065
294,13122.4757
299,14408.9365
303,13687.5488
305,12996.284
307,13188.2023
311,14112.8526
314,12460.3708
315,13645.5155
324,13458.7878
326,14053.7052
328,12974.2036
331,13801.1612
339,13843.8438
341,13800.1347
342,13860.2058
356,14024.7925
361,14465.4525
363,13503.5125
368,13752.149
374,14530.2856
376,14130.2958
378,14226.7925
381,9275.0534
394,11169.9862
395,10370.6575
400,11867.7993
402,10573.4805
403,10164.8333
405,10966.7985
406,10360.2848
408,11358.2813
411,11043.153
412,11185.718
415,11779.2972
422,10312.4959
424,10244.2341
425,12082.2384
426,10457.6856
427,10802.5685
428,10929.7936
432,11628.0303
433,10878.7868
436,11334.2088
437,10515.9936
438,11129.6891
440,11436.4903
441,10556.45
446,11995.9234
448,11168.3674
449,12147.6272
453,11254.2423
459,11176.3459
460,11793.2532
461,11582.7055
462,10850.0588
469,11108.1531
470,12160.4886
472,12316.192
473,11357.803
474,10886.4747
480,11481.0445
482,11491.3869
486,11136.3914
500,11648.588
502,11037.0051
509,11504.0909
511,11500.1755
516,11134.6115
518,11540.7531
530,11069.0809
531,12193.5359
533,11236.5205
535,12354.2691
543,11239.4285
547,12379.5915
551,11889.9371
552,11969.1906
554,11285.064
560,12694.0918
561,11804.4203
566,11421.7747
568,11168.2813
572,12438.2909
579,12178.3133
580,12478.6909
582,11873.9962
583,12848.5654
591,12723.2827
595,12001.2318
598,11753.0547
602,11904.5547
605,15523.0776
609,5929.1023
613,8243.1571
614,7763.6634
616,9342.1589
622,8251.9406
623,9004.722
625,8729.5944
633,8326.6741
634,8915.1432
643,8785.6613
645,8955.6587
647,9466.717
649,8919.3302
654,8881.7068
656,9714.6318
668,9789.3692
670,9373.5468
671,8981.7388
675,8984.6143
677,8875.9449
679,9095.7114
680,9913.5386
683,9898.525
687,9817.4698
694,7873.4331
697,8381.1904
699,9018.9281
701,9011.5669
704,8615.2863
709,10320.2519
712,9372.2297
714,9705.1534
715,9113.2015
717,10305.2992
722,9491.81
725,9597.1021
727,8563.9196
730,9531.4104
731,9202.9905
735,9099.8475
739,10011.7676
742,9080.0148
744,8673.0804
750,9175.5975
757,10242.4576
762,8996.4978
765,8445.5238
772,10644.385
776,10197.9111
778,9186.0766
782,8647.2428
785,9430.0511
787,9358.4652
788,8958.0638
789,10801.0011
791,10345.938
794,10199.1992
798,10345.3884
801,9457.1065
805,10657.046
807,10028.6441
811,9154.4702
815,10425.5504
818,9242.2961
819,9464.4546
821,10294.507
827,9888.0212
830,9643.8324
831,10332.063
834,9986.8081
838,9111.7656
844,9258.9724
846,10528.7118
848,9293.4462
861,9634.4541
862,10693.3192
868,9861.735
872,10311.9824
876,10264.4673
877,10467.5646
880,9641.6692
882,9233.4302
886,9654.4154
889,10623.6072
897,9400.0214
899,10159.2235
907,9962.735
914,9639.8137
915,10827.8714
918,9786.5281
928,9462.835
929,8925.092
931,8867.4971
933,10468.9448
935,10193.7768
937,10257.3265
940,10892.5114
943,10906.4334
948,11156.7462
955,10179.2197
960,9955.9334
963,10340.8737
965,10491.3655
967,10992.2186
969,10570.5542
974,10423.6255
979,9663.623
986,9342.7251
989,9281.3932
993,9446.0334
994,10343.1545
995,10492.3535
996,10530.1663
997,9321.7932
1002,10417.4485
1004,10373.2402
1008,11214.4186
1011,10532.11
1020,11149.8012
1021,9913.9296
1025,11032.8574
1027,9230.425
1028,10150.2475
1032,10595.8767
1047,10232.8905
1050,6033.2192
1053,6130.8595
1054,5850.322
1059,6826.5952
1060,6495.9609
1070,5555.4325
1077,7197.7052
1078,7065.3097
1091,8071.6696
1093,6744.509
1103,7854.6889
1106,6865.0626
1111,7042.0366
1113,7044.6744
1119,6545.1249
1121,7044.8426
1122,7864.6696
1127,6643.8911
1128,7425.3625
1131,6946.0059
1132,7228.9627
1140,7368.913
1142,6632.9005
1143,7247.287
1144,7263.2652
1145,7267.184
1149,8618.5479
1151,7583.693
1154,6575.4903
1158,7531.9637
1167,8017.8683
1169,7388.416
1172,6643.8791
1173,7094.2317
1174,6959.0515
1178,7850.2944
1180,7463.1846
1191,6967.7042
1192,7183.1521
1197,7215.3711
1198,7485.2543
1199,6797.6903
1201,7853.321
1208,8627.4045
1215,7411.0015
1218,6999.5709
1222,7916.3752
1223,9349.8211
1228,7512.9758
1229,8348.6926
1236,8309.9039
1237,7812.3754
1239,8241.247
1248,8193.5821
1250,8127.4586
1256,7296.3225
1260,6919.0097
1263,7216.3573
1264,7501.2819
1276,8028.3226
1278,8271.7876
1282,7873.1638
1287,7269.4833
1288,8157.272
1290,8655.6001
1292,7902.4134
1300,8116.5559
1302,7724.1015
1303,8212.1234
1305,7933.0568
1307,7512.9722
1319,9016.2099
1322,8071.1571
1326,9059.6845
1327,9317.5849
1329,9205.9141
1330,9206.1565
1332,7561.6579
1342,8145.7515
1344,8306.8365
1345,8088.314
1346,7890.4283
1347,8247.8756
1349,9298.2281
1351,8112.2628
1354,7925.8995
1359,8910.7867
1360,9437.7206
1362,8299.2846
1366,8504.1107
1371,8141.3225
1372,7922.3758
1378,7926.2054
1381,8586.3903
1387,8730.3971
1394,9038.016
1396,8179.3334
1398,7365.223
1399,8161.8961
1406,7770.0713
1407,8248.6312
1411,9016.895
1412,8392.4001
1414,8944.4969
1417,7531.9134
1419,8647.7346
1423,8860.493
1433,8868.205
1435,8231.7709
1436,8947.5459
1437,8433.6515
1439,8373.1709
